problem_id,track_id,track,module,objective_id,difficulty,problem_type,status,required_reviews
CQAI-06978,T06,Machine Learning Foundations,Logistic Regression,T06-M03-O08,advanced,mini_project,planned,automated+technical+editorial
CQAI-06979,T06,Machine Learning Foundations,K-Nearest Neighbors and Naive Bayes,T06-M04-O08,advanced,mini_project,planned,automated+technical+editorial
CQAI-06980,T06,Machine Learning Foundations,Decision Trees and Random Forests,T06-M05-O08,advanced,mini_project,planned,automated+technical+editorial
CQAI-06981,T06,Machine Learning Foundations,Support Vector Machines,T06-M06-O08,advanced,case_study,planned,automated+technical+editorial
CQAI-06982,T06,Machine Learning Foundations,Clustering and Dimensionality Reduction,T06-M07-O08,advanced,case_study,planned,automated+technical+editorial
CQAI-06983,T06,Machine Learning Foundations,Metrics Validation and Imbalanced Data,T06-M08-O08,advanced,case_study,planned,automated+technical+editorial
CQAI-06984,T06,Machine Learning Foundations,Pipelines Tuning and Interpretation,T06-M09-O08,advanced,case_study,planned,automated+technical+editorial
CQAI-06985,T06,Machine Learning Foundations,ML Workflow and Baselines,T06-M01-O01,advanced,capstone_task,planned,automated+technical+editorial
CQAI-06986,T06,Machine Learning Foundations,Linear and Polynomial Regression,T06-M02-O01,advanced,capstone_task,planned,automated+technical+editorial
CQAI-06987,T06,Machine Learning Foundations,Logistic Regression,T06-M03-O01,advanced,capstone_task,planned,automated+technical+editorial
CQAI-06988,T06,Machine Learning Foundations,K-Nearest Neighbors and Naive Bayes,T06-M04-O01,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-06989,T06,Machine Learning Foundations,Decision Trees and Random Forests,T06-M05-O01,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-06990,T06,Machine Learning Foundations,Support Vector Machines,T06-M06-O01,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-06991,T06,Machine Learning Foundations,Clustering and Dimensionality Reduction,T06-M07-O01,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-06992,T06,Machine Learning Foundations,Metrics Validation and Imbalanced Data,T06-M08-O01,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-06993,T06,Machine Learning Foundations,Pipelines Tuning and Interpretation,T06-M09-O01,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-06994,T06,Machine Learning Foundations,ML Workflow and Baselines,T06-M01-O02,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-06995,T06,Machine Learning Foundations,Linear and Polynomial Regression,T06-M02-O02,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-06996,T06,Machine Learning Foundations,Logistic Regression,T06-M03-O02,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-06997,T06,Machine Learning Foundations,K-Nearest Neighbors and Naive Bayes,T06-M04-O02,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-06998,T06,Machine Learning Foundations,Decision Trees and Random Forests,T06-M05-O02,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-06999,T06,Machine Learning Foundations,Support Vector Machines,T06-M06-O02,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-07000,T06,Machine Learning Foundations,Clustering and Dimensionality Reduction,T06-M07-O02,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-07001,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O01,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-07002,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O01,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-07003,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O01,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-07004,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O01,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-07005,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O01,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-07006,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O01,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-07007,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O02,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-07008,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O02,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-07009,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O02,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-07010,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O02,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-07011,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O02,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-07012,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O02,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-07013,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O03,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-07014,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O03,advanced,multiple_choice,planned,automated+technical+editorial
CQAI-07015,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O03,expert,multiple_choice,planned,automated+technical+editorial
CQAI-07016,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O03,expert,multiple_choice,planned,automated+technical+editorial
CQAI-07017,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O03,expert,multiple_choice,planned,automated+technical+editorial
CQAI-07018,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O03,expert,multiple_choice,planned,automated+technical+editorial
CQAI-07019,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O04,expert,multiple_choice,planned,automated+technical+editorial
CQAI-07020,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O04,expert,multiple_choice,planned,automated+technical+editorial
CQAI-07021,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O04,expert,multiple_choice,planned,automated+technical+editorial
CQAI-07022,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O04,expert,multiple_choice,planned,automated+technical+editorial
CQAI-07023,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O04,expert,numeric_response,planned,automated+technical+editorial
CQAI-07024,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O04,expert,numeric_response,planned,automated+technical+editorial
CQAI-07025,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O05,expert,numeric_response,planned,automated+technical+editorial
CQAI-07026,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O05,expert,numeric_response,planned,automated+technical+editorial
CQAI-07027,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O05,expert,numeric_response,planned,automated+technical+editorial
CQAI-07028,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O05,expert,numeric_response,planned,automated+technical+editorial
CQAI-07029,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O05,novice,numeric_response,planned,automated+technical+editorial
CQAI-07030,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O05,novice,numeric_response,planned,automated+technical+editorial
CQAI-07031,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O06,novice,numeric_response,planned,automated+technical+editorial
CQAI-07032,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O06,novice,numeric_response,planned,automated+technical+editorial
CQAI-07033,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O06,novice,numeric_response,planned,automated+technical+editorial
CQAI-07034,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O06,novice,numeric_response,planned,automated+technical+editorial
CQAI-07035,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O06,novice,numeric_response,planned,automated+technical+editorial
CQAI-07036,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O06,novice,numeric_response,planned,automated+technical+editorial
CQAI-07037,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O07,novice,numeric_response,planned,automated+technical+editorial
CQAI-07038,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O07,novice,numeric_response,planned,automated+technical+editorial
CQAI-07039,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O07,novice,numeric_response,planned,automated+technical+editorial
CQAI-07040,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O07,novice,numeric_response,planned,automated+technical+editorial
CQAI-07041,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O07,novice,numeric_response,planned,automated+technical+editorial
CQAI-07042,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O07,novice,numeric_response,planned,automated+technical+editorial
CQAI-07043,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O08,novice,code_output,planned,automated+technical+editorial
CQAI-07044,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O08,novice,code_output,planned,automated+technical+editorial
CQAI-07045,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O08,novice,code_output,planned,automated+technical+editorial
CQAI-07046,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O08,novice,code_output,planned,automated+technical+editorial
CQAI-07047,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O08,novice,code_output,planned,automated+technical+editorial
CQAI-07048,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O08,novice,code_output,planned,automated+technical+editorial
CQAI-07049,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O01,novice,code_output,planned,automated+technical+editorial
CQAI-07050,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O01,novice,code_output,planned,automated+technical+editorial
CQAI-07051,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O01,novice,code_output,planned,automated+technical+editorial
CQAI-07052,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O01,novice,code_output,planned,automated+technical+editorial
CQAI-07053,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O01,novice,code_output,planned,automated+technical+editorial
CQAI-07054,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O01,novice,code_output,planned,automated+technical+editorial
CQAI-07055,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O02,novice,code_output,planned,automated+technical+editorial
CQAI-07056,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O02,novice,code_output,planned,automated+technical+editorial
CQAI-07057,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O02,novice,code_output,planned,automated+technical+editorial
CQAI-07058,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O02,novice,code_output,planned,automated+technical+editorial
CQAI-07059,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O02,novice,code_completion,planned,automated+technical+editorial
CQAI-07060,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O02,novice,code_completion,planned,automated+technical+editorial
CQAI-07061,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O03,novice,code_completion,planned,automated+technical+editorial
CQAI-07062,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O03,novice,code_completion,planned,automated+technical+editorial
CQAI-07063,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O03,novice,code_completion,planned,automated+technical+editorial
CQAI-07064,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O03,novice,code_completion,planned,automated+technical+editorial
CQAI-07065,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O03,novice,code_completion,planned,automated+technical+editorial
CQAI-07066,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O03,novice,code_completion,planned,automated+technical+editorial
CQAI-07067,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O04,novice,code_completion,planned,automated+technical+editorial
CQAI-07068,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O04,novice,code_completion,planned,automated+technical+editorial
CQAI-07069,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O04,novice,code_completion,planned,automated+technical+editorial
CQAI-07070,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O04,novice,code_completion,planned,automated+technical+editorial
CQAI-07071,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O04,novice,debugging,planned,automated+technical+editorial
CQAI-07072,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O04,novice,debugging,planned,automated+technical+editorial
CQAI-07073,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O05,novice,debugging,planned,automated+technical+editorial
CQAI-07074,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O05,novice,debugging,planned,automated+technical+editorial
CQAI-07075,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O05,novice,debugging,planned,automated+technical+editorial
CQAI-07076,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O05,novice,debugging,planned,automated+technical+editorial
CQAI-07077,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O05,novice,debugging,planned,automated+technical+editorial
CQAI-07078,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O05,novice,debugging,planned,automated+technical+editorial
CQAI-07079,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O06,novice,debugging,planned,automated+technical+editorial
CQAI-07080,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O06,novice,debugging,planned,automated+technical+editorial
CQAI-07081,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O06,novice,debugging,planned,automated+technical+editorial
CQAI-07082,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O06,novice,coding_challenge,planned,automated+technical+editorial
CQAI-07083,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O06,novice,coding_challenge,planned,automated+technical+editorial
CQAI-07084,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O06,novice,coding_challenge,planned,automated+technical+editorial
CQAI-07085,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O07,novice,coding_challenge,planned,automated+technical+editorial
CQAI-07086,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O07,novice,coding_challenge,planned,automated+technical+editorial
CQAI-07087,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O07,novice,coding_challenge,planned,automated+technical+editorial
CQAI-07088,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O07,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-07089,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O07,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-07090,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O07,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-07091,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O08,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-07092,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O08,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-07093,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O08,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-07094,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O08,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-07095,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O08,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-07096,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O08,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-07097,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O01,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-07098,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O01,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-07099,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O01,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-07100,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O01,beginner,coding_challenge,planned,automated+technical+editorial
CQAI-07101,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O01,beginner,model_analysis,planned,automated+technical+editorial
CQAI-07102,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O01,beginner,model_analysis,planned,automated+technical+editorial
CQAI-07103,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O02,beginner,model_analysis,planned,automated+technical+editorial
CQAI-07104,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O02,beginner,model_analysis,planned,automated+technical+editorial
CQAI-07105,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O02,beginner,model_analysis,planned,automated+technical+editorial
CQAI-07106,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O02,beginner,model_analysis,planned,automated+technical+editorial
CQAI-07107,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O02,beginner,model_analysis,planned,automated+technical+editorial
CQAI-07108,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O02,beginner,model_analysis,planned,automated+technical+editorial
CQAI-07109,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O03,beginner,model_analysis,planned,automated+technical+editorial
CQAI-07110,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O03,beginner,model_analysis,planned,automated+technical+editorial
CQAI-07111,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O03,beginner,mini_project,planned,automated+technical+editorial
CQAI-07112,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O03,beginner,mini_project,planned,automated+technical+editorial
CQAI-07113,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O03,beginner,mini_project,planned,automated+technical+editorial
CQAI-07114,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O03,beginner,mini_project,planned,automated+technical+editorial
CQAI-07115,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O04,beginner,mini_project,planned,automated+technical+editorial
CQAI-07116,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O04,beginner,mini_project,planned,automated+technical+editorial
CQAI-07117,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O04,beginner,mini_project,planned,automated+technical+editorial
CQAI-07118,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O04,beginner,case_study,planned,automated+technical+editorial
CQAI-07119,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O04,beginner,case_study,planned,automated+technical+editorial
CQAI-07120,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O04,beginner,case_study,planned,automated+technical+editorial
CQAI-07121,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O05,beginner,case_study,planned,automated+technical+editorial
CQAI-07122,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O05,beginner,capstone_task,planned,automated+technical+editorial
CQAI-07123,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O05,beginner,capstone_task,planned,automated+technical+editorial
CQAI-07124,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O05,beginner,capstone_task,planned,automated+technical+editorial
CQAI-07125,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O05,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07126,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O05,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07127,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O06,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07128,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O06,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07129,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O06,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07130,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O06,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07131,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O06,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07132,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O06,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07133,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O07,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07134,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O07,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07135,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O07,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07136,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O07,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07137,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O07,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07138,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O07,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07139,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O08,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07140,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O08,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07141,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O08,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07142,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O08,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07143,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O08,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07144,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O08,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07145,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O01,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07146,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O01,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07147,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O01,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07148,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O01,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07149,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O01,beginner,multiple_choice,planned,automated+technical+editorial
CQAI-07150,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O01,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-07151,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O02,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-07152,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O02,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-07153,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O02,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-07154,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O02,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-07155,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O02,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-07156,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O02,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-07157,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O03,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-07158,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O03,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-07159,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O03,intermediate,multiple_choice,planned,automated+technical+editorial
CQAI-07160,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O03,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-07161,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O03,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-07162,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O03,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-07163,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O04,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-07164,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O04,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-07165,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O04,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-07166,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O04,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-07167,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O04,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-07168,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O04,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-07169,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O05,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-07170,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O05,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-07171,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O05,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-07172,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O05,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-07173,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O05,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-07174,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O05,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-07175,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O06,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-07176,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O06,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-07177,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O06,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-07178,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O06,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-07179,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O06,intermediate,numeric_response,planned,automated+technical+editorial
CQAI-07180,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O06,intermediate,code_output,planned,automated+technical+editorial
CQAI-07181,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O07,intermediate,code_output,planned,automated+technical+editorial
CQAI-07182,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O07,intermediate,code_output,planned,automated+technical+editorial
CQAI-07183,T07,Advanced Machine Learning,Probabilistic Models,T07-M03-O07,intermediate,code_output,planned,automated+technical+editorial
CQAI-07184,T07,Advanced Machine Learning,Anomaly Detection and Recommenders,T07-M04-O07,intermediate,code_output,planned,automated+technical+editorial
CQAI-07185,T07,Advanced Machine Learning,Time Series Forecasting,T07-M05-O07,intermediate,code_output,planned,automated+technical+editorial
CQAI-07186,T07,Advanced Machine Learning,Causal Thinking and Experiment Design,T07-M06-O07,intermediate,code_output,planned,automated+technical+editorial
CQAI-07187,T07,Advanced Machine Learning,Boosting Bagging and Stacking,T07-M01-O08,intermediate,code_output,planned,automated+technical+editorial
CQAI-07188,T07,Advanced Machine Learning,Regularization and Generalization,T07-M02-O08,intermediate,code_output,planned,automated+technical+editorial
